year,month,date,average,sd
1950,3,1950.204,109.7,34.6
1950,4,1950.288,113.4,26.1
1950,5,1950.371,106.2,31.2
1950,6,1950.455,83.6,19.1
1950,7,1950.538,91,20.6
1950,8,1950.623,85.2,18
1950,9,1950.707,51.3,19.8
1950,10,1950.79,61.4,25.9
1950,11,1950.874,54.8,21.6
1950,12,1950.958,54.1,34.3
1951,1,1951.042,59.9,34.2
1951,2,1951.123,59.9,14.3
1951,3,1951.204,55.9,23
1951,4,1951.288,92.9,39
1951,5,1951.371,108.5,65.1
1951,6,1951.455,100.6,49.1
1951,7,1951.538,61.5,27.4
1951,8,1951.623,61,33.2
1951,9,1951.707,83.1,27.7
1951,10,1951.79,51.6,22.2
1951,11,1951.874,52.4,10.4
1951,12,1951.958,45.8,22.7
1952,1,1952.042,40.7,17.9
1952,2,1952.124,22.7,16.8
1952,3,1952.206,22,22.2
1952,4,1952.29,29.1,13.7
1952,5,1952.373,23.4,13
1952,6,1952.456,36.4,22.3
1952,7,1952.54,39.3,25.4
1952,8,1952.624,54.9,19.1
1952,9,1952.708,28.2,20.3
1952,10,1952.791,23.8,11.1
1952,11,1952.874,22.1,12.7
1952,12,1952.958,34.3,20.8
1953,1,1953.042,26.5,21.7
1953,2,1953.123,3.9,5.3
1953,3,1953.204,10,12.8
1953,4,1953.288,27.8,23
1953,5,1953.371,12.5,11.9
1953,6,1953.455,21.8,10.5
1953,7,1953.538,8.6,10
1953,8,1953.623,23.5,25.5
1953,9,1953.707,19.3,12
1953,10,1953.79,8.2,7.1
1953,11,1953.874,1.6,3.8
1953,12,1953.958,2.5,4.1
1954,1,1954.042,0.2,1.3
1954,2,1954.123,0.5,1.8
1954,3,1954.204,10.9,13.7
1954,4,1954.288,1.8,3.8
1954,5,1954.371,0.8,2.4
1954,6,1954.455,0.2,1.3
1954,7,1954.538,4.8,4.8
1954,8,1954.623,8.4,6.9
1954,9,1954.707,1.5,3
1954,10,1954.79,7,7
1954,11,1954.874,9.2,13.8
1954,12,1954.958,7.6,8.8
1955,1,1955.042,23.1,11.7
1955,2,1955.123,20.8,10.9
1955,3,1955.204,4.9,6.8
1955,4,1955.288,11.3,11.7
1955,5,1955.371,28.9,17.6
1955,6,1955.455,31.7,21.3
1955,7,1955.538,26.7,16.1
1955,8,1955.623,40.7,26.1
1955,9,1955.707,42.7,26.1
1955,10,1955.79,58.5,37.2
1955,11,1955.874,89.2,30.7
1955,12,1955.958,76.9,13.8
1956,1,1956.042,73.6,31
1956,2,1956.124,124,78.5
1956,3,1956.206,118.4,16.2
1956,4,1956.29,110.7,43.4
1956,5,1956.373,136.6,26.3
1956,6,1956.456,116.6,26.3
1956,7,1956.54,129.1,38.4
1956,8,1956.624,169.6,33.1
1956,9,1956.708,173.2,42.9
1956,10,1956.791,155.3,24
1956,11,1956.874,201.3,51.4
1956,12,1956.958,192.1,24.1
1957,1,1957.042,165,41.8
1957,2,1957.123,130.3,13.6
1957,3,1957.204,157.4,26.4
1957,4,1957.288,175.2,41.4
1957,5,1957.371,164.6,33.5
1957,6,1957.455,200.7,41.7
1957,7,1957.538,187.2,48.1
1957,8,1957.623,158,43.6
1957,9,1957.707,235.8,44.2
1957,10,1957.79,253.8,31.3
1957,11,1957.874,210.9,27.6
1957,12,1957.958,239.4,63
1958,1,1958.042,202.5,49.2
1958,2,1958.123,164.9,16.7
1958,3,1958.204,190.7,58.2
1958,4,1958.288,196,50.5
1958,5,1958.371,175.3,48.1
1958,6,1958.455,171.5,35.5
1958,7,1958.538,191.4,37.6
1958,8,1958.623,200.2,35.6
1958,9,1958.707,201.2,31.6
1958,10,1958.79,181.5,42.2
1958,11,1958.874,152.3,63.1
1958,12,1958.958,187.6,54
1959,1,1959.042,217.4,43
1959,2,1959.123,143.1,31.8
1959,3,1959.204,185.7,35.6
1959,4,1959.288,163.3,36.3
1959,5,1959.371,172,53.1
1959,6,1959.455,168.7,13.8
1959,7,1959.538,149.6,29.7
1959,8,1959.623,199.6,43.6
1959,9,1959.707,145.2,44.6
1959,10,1959.79,111.4,20.9
1959,11,1959.874,124,32
1959,12,1959.958,125,25.9
1960,1,1960.042,146.3,32.9
1960,2,1960.124,106,39.6
1960,3,1960.206,102.2,28.2
1960,4,1960.29,122,23.6
1960,5,1960.373,119.6,19.5
1960,6,1960.456,110.2,32
1960,7,1960.54,121.7,31.2
1960,8,1960.624,134.1,76.3
1960,9,1960.708,127.2,36.4
1960,10,1960.791,82.8,31.4
1960,11,1960.874,89.6,29.8
1960,12,1960.958,85.6,22.7
1961,1,1961.042,57.9,29
1961,2,1961.123,46.1,14.7
1961,3,1961.204,53,22.5
1961,4,1961.288,61.4,17.8
1961,5,1961.371,51,18.5
1961,6,1961.455,77.4,32
1961,7,1961.538,70.2,21.3
1961,8,1961.623,55.8,30.5
1961,9,1961.707,63.6,20.1
1961,10,1961.79,37.7,18.6
1961,11,1961.874,32.6,21.7
1961,12,1961.958,39.9,29.7
1962,1,1962.042,38.7,29.5
1962,2,1962.123,50.3,35
1962,3,1962.204,45.6,26.4
1962,4,1962.288,46.4,24
1962,5,1962.371,43.7,13.4
1962,6,1962.455,42,11.8
1962,7,1962.538,21.8,11.7
1962,8,1962.623,21.8,16.7
1962,9,1962.707,51.3,16.9
1962,10,1962.79,39.5,15.5
1962,11,1962.874,26.9,20.3
1962,12,1962.958,23.2,14.8
1963,1,1963.042,19.8,11.4
1963,2,1963.123,24.4,13.5
1963,3,1963.204,17.1,8.8
1963,4,1963.288,29.3,21.8
1963,5,1963.371,43,19.2
1963,6,1963.455,35.9,23.4
1963,7,1963.538,19.6,13
1963,8,1963.623,33.2,18.8
1963,9,1963.707,38.8,27.8
1963,10,1963.79,35.3,17
1963,11,1963.874,23.4,13
1963,12,1963.958,14.9,10.4
1964,1,1964.042,15.3,6.3
1964,2,1964.124,17.7,16.1
1964,3,1964.206,16.5,10.4
1964,4,1964.29,8.6,6.2
1964,5,1964.373,9.5,5.3
1964,6,1964.456,9.1,8.4
1964,7,1964.54,3.1,4.4
1964,8,1964.624,9.3,10.2
1964,9,1964.708,4.7,6.6
1964,10,1964.791,6.1,6.6
1964,11,1964.874,7.4,6.6
1964,12,1964.958,15.1,10.5
1965,1,1965.042,17.5,8.9
1965,2,1965.123,14.3,7.8
1965,3,1965.204,11.7,7
1965,4,1965.288,6.8,7.3
1965,5,1965.371,24.1,25.4
1965,6,1965.455,15.9,11.2
1965,7,1965.538,11.9,11.4
1965,8,1965.623,8.9,7.6
1965,9,1965.707,16.8,10.3
1965,10,1965.79,20.1,19.1
1965,11,1965.874,15.8,14.5
1965,12,1965.958,17,16
1966,1,1966.042,28.2,20.7
1966,2,1966.123,24.4,13.6
1966,3,1966.204,25.3,17.9
1966,4,1966.288,48.7,15.2
1966,5,1966.371,45.3,20.9
1966,6,1966.455,47.7,16.6
1966,7,1966.538,56.7,10.7
1966,8,1966.623,51.2,26.6
1966,9,1966.707,50.2,19.9
1966,10,1966.79,57.2,17.8
1966,11,1966.874,57.2,16.1
1966,12,1966.958,70.4,30.3
1967,1,1967.042,110.9,28.3
1967,2,1967.123,93.6,30.5
1967,3,1967.204,111.8,40.3
1967,4,1967.288,69.5,17.9
1967,5,1967.371,86.5,57
1967,6,1967.455,67.3,32
1967,7,1967.538,91.5,31.6
1967,8,1967.623,107.2,19.9
1967,9,1967.707,76.8,28.4
1967,10,1967.79,88.2,29
1967,11,1967.874,94.3,32.1
1967,12,1967.958,126.4,25
1968,1,1968.042,121.8,47.5
1968,2,1968.124,111.9,42.7
1968,3,1968.206,92.2,32.8
1968,4,1968.29,81.2,20.9
1968,5,1968.373,127.2,20.3
1968,6,1968.456,110.3,13.1
1968,7,1968.54,96.1,36.3
1968,8,1968.624,109.3,33.7
1968,9,1968.708,117.2,32.7
1968,10,1968.791,107.7,22.3
1968,11,1968.874,86,10.2
1968,12,1968.958,109.8,21.3
1969,1,1969.042,104.4,26.5
1969,2,1969.123,120.5,49.3
1969,3,1969.204,135.8,35
1969,4,1969.288,106.8,30.6
1969,5,1969.371,120,44.7
1969,6,1969.455,106,58.3
1969,7,1969.538,96.8,34.5
1969,8,1969.623,98,49.5
1969,9,1969.707,91.3,22.5
1969,10,1969.79,95.7,31.6
1969,11,1969.874,93.5,19.8
1969,12,1969.958,97.9,34.5
1970,1,1970.042,111.5,40.3
1970,2,1970.123,127.8,28.7
1970,3,1970.204,102.9,29.2
1970,4,1970.288,109.5,35.6
1970,5,1970.371,127.5,22.9
1970,6,1970.455,106.8,33.7
1970,7,1970.538,112.5,34.3
1970,8,1970.623,93,19.6
1970,9,1970.707,99.5,21.4
1970,10,1970.79,86.6,25.3
1970,11,1970.874,95.2,23
1970,12,1970.958,83.5,17.3
1971,1,1971.042,91.3,22.2
1971,2,1971.123,79,17
1971,3,1971.204,60.7,14.3
1971,4,1971.288,71.8,26.7
1971,5,1971.371,57.5,16.9
1971,6,1971.455,49.8,27.7
1971,7,1971.538,81,18.7
1971,8,1971.623,61.4,22.4
1971,9,1971.707,50.2,20.7
1971,10,1971.79,51.7,19.4
1971,11,1971.874,63.2,22.1
1971,12,1971.958,82.2,19.1
1972,1,1972.042,61.5,26.9
1972,2,1972.124,88.4,41.3
1972,3,1972.206,80.1,25.9
1972,4,1972.29,63.2,17.1
1972,5,1972.373,80.5,33.3
1972,6,1972.456,88,19.3
1972,7,1972.54,76.5,16.5
1972,8,1972.624,76.8,29.3
1972,9,1972.708,64,21.6
1972,10,1972.791,61.3,30.8
1972,11,1972.874,41.6,21.9
1972,12,1972.958,45.3,17.2
1973,1,1973.042,43.4,21.5
1973,2,1973.123,42.9,20.1
1973,3,1973.204,46,19.7
1973,4,1973.288,57.7,21.1
1973,5,1973.371,42.4,21.3
1973,6,1973.455,39.5,18
1973,7,1973.538,23.1,15.4
1973,8,1973.623,25.6,20.7
1973,9,1973.707,59.3,36.6
1973,10,1973.79,30.7,22.8
1973,11,1973.874,23.9,21.1
1973,12,1973.958,23.3,20.3
1974,1,1974.042,27.6,24.2
1974,2,1974.123,26,15.4
1974,3,1974.204,21.3,9
1974,4,1974.288,40.3,24.1
1974,5,1974.371,39.5,36.4
1974,6,1974.455,36,19.8
1974,7,1974.538,55.8,20.8
1974,8,1974.623,33.6,18.7
1974,9,1974.707,40.2,26
1974,10,1974.79,47.1,35.4
1974,11,1974.874,25,11.7
1974,12,1974.958,20.5,14.1
1975,1,1975.042,18.9,10.1
1975,2,1975.123,11.5,10.7
1975,3,1975.204,11.5,9.2
1975,4,1975.288,5.1,7.5
1975,5,1975.371,9,11.1
1975,6,1975.455,11.4,11.2
1975,7,1975.538,28.2,7.9
1975,8,1975.623,39.7,31.3
1975,9,1975.707,13.9,9.7
1975,10,1975.79,9.1,7.4
1975,11,1975.874,19.4,12.7
1975,12,1975.958,7.8,8.3
1976,1,1976.042,8.1,10
1976,2,1976.124,4.3,6.1
1976,3,1976.206,21.9,16
1976,4,1976.29,18.8,8.4
1976,5,1976.373,12.4,8.9
1976,6,1976.456,12.2,9.4
1976,7,1976.54,1.9,3.7
1976,8,1976.624,16.4,7
1976,9,1976.708,13.5,7.4
1976,10,1976.791,20.6,9.6
1976,11,1976.874,5.2,5.9
1976,12,1976.958,15.3,10.7
1977,1,1977.042,16.4,10.8
1977,2,1977.123,23.1,18.4
1977,3,1977.204,8.7,6.3
1977,4,1977.288,12.9,9.2
1977,5,1977.371,18.6,10.2
1977,6,1977.455,38.5,18.6
1977,7,1977.538,21.4,15.6
1977,8,1977.623,30.1,8.2
1977,9,1977.707,44,14.2
1977,10,1977.79,43.8,9.2
1977,11,1977.874,29.1,12.7
1977,12,1977.958,43.2,16.3
1978,1,1978.042,51.9,33.3
1978,2,1978.123,93.6,26.7
1978,3,1978.204,76.5,16
1978,4,1978.288,99.7,18.3
1978,5,1978.371,82.7,13.2
1978,6,1978.455,95.1,41.9
1978,7,1978.538,70.4,32.7
1978,8,1978.623,58.1,17.4
1978,9,1978.707,138.2,29.2
1978,10,1978.79,125.1,27.3
1978,11,1978.874,97.9,21.5
1978,12,1978.958,122.7,35
1979,1,1979.042,166.6,19.3
1979,2,1979.123,137.5,25
1979,3,1979.204,138,15.1
1979,4,1979.288,101.5,24.7
1979,5,1979.371,134.4,30.5
1979,6,1979.455,149.5,43.2
1979,7,1979.538,159.4,37.2
1979,8,1979.623,142.2,42.8
1979,9,1979.707,188.4,36.4
1979,10,1979.79,186.2,24.8
1979,11,1979.874,183.3,57.4
1979,12,1979.958,176.3,57.3
1980,1,1980.042,159.6,41
1980,2,1980.124,155,34.1
1980,3,1980.206,126.2,51.5
1980,4,1980.29,164.1,42.3
1980,5,1980.373,179.9,39.8
1980,6,1980.456,157.3,25
1980,7,1980.54,136.3,51.6
1980,8,1980.624,135.4,49.4
1980,9,1980.708,155,43.9
1980,10,1980.791,164.7,43.4
1980,11,1980.874,147.9,37.6
1980,12,1980.958,174.4,32.1
1981,1,1981.042,114,25.3
1981,2,1981.123,141.3,20.1
1981,3,1981.204,135.5,20.8
1981,4,1981.288,156.4,45.2
1981,5,1981.371,127.5,33.7
1981,6,1981.455,90.9,31.8
1981,7,1981.538,143.8,41.1
1981,8,1981.623,158.7,43.4
1981,9,1981.707,167.3,27.8
1981,10,1981.79,162.4,42.7
1981,11,1981.874,137.5,54.1
1981,12,1981.958,150.1,72.6
1982,1,1982.042,111.2,46.6
1982,2,1982.123,163.6,51.2
1982,3,1982.204,153.8,19
1982,4,1982.288,122,22.6
1982,5,1982.371,82.2,25.1
1982,6,1982.455,110.4,35
1982,7,1982.538,106.1,90.2
1982,8,1982.623,107.6,29.9
1982,9,1982.707,118.8,24.9
1982,10,1982.79,94.7,33.9
1982,11,1982.874,98.1,19.4
1982,12,1982.958,127,37.2
1983,1,1983.042,84.3,17.2
1983,2,1983.123,51,29.6
1983,3,1983.204,66.5,23.8
1983,4,1983.288,80.7,30.5
1983,5,1983.371,99.2,16.5
1983,6,1983.455,91.1,22.2
1983,7,1983.538,82.2,18.6
1983,8,1983.623,71.8,25.4
1983,9,1983.707,50.3,15.3
1983,10,1983.79,55.8,37.4
1983,11,1983.874,33.4,26.1
1983,12,1983.958,33.4,21.3
1984,1,1984.042,57,29.1
1984,2,1984.124,85.4,23.5
1984,3,1984.206,83.5,20.2
1984,4,1984.29,69.7,32.4
1984,5,1984.373,76.4,21
1984,6,1984.456,46.1,14.4
1984,7,1984.54,37.4,22.2
1984,8,1984.624,25.5,9.4
1984,9,1984.708,15.7,18.7
1984,10,1984.791,12,6.9
1984,11,1984.874,22.8,13.9
1984,12,1984.958,18.7,6.2
1985,1,1985.042,16.5,17.4
1985,2,1985.123,15.9,6.1
1985,3,1985.204,17.2,11.1
1985,4,1985.288,16.2,12.1
1985,5,1985.371,27.5,13.5
1985,6,1985.455,24.2,17.7
1985,7,1985.538,30.7,23
1985,8,1985.623,11.1,8.8
1985,9,1985.707,3.9,4.3
1985,10,1985.79,18.6,23
1985,11,1985.874,16.2,15.6
1985,12,1985.958,17.3,18.9
1986,1,1986.042,2.5,5
1986,2,1986.123,23.2,19.2
1986,3,1986.204,15.1,11.5
1986,4,1986.288,18.5,14.5
1986,5,1986.371,13.7,10.5
1986,6,1986.455,1.1,2.8
1986,7,1986.538,18.1,11
1986,8,1986.623,7.4,4.6
1986,9,1986.707,3.8,4.8
1986,10,1986.79,35.5,21.8
1986,11,1986.874,14.7,12.6
1986,12,1986.958,6.7,8.3
1987,1,1987.042,10.4,6.6
1987,2,1987.123,2.4,3.6
1987,3,1987.204,14.8,6.2
1987,4,1987.288,39.3,24.7
1987,5,1987.371,30.6,13.4
1987,6,1987.455,17.5,14.1
1987,7,1987.538,33,35.4
1987,8,1987.623,38.6,11.7
1987,9,1987.707,33.5,15.3
1987,10,1987.79,60.5,22.7
1987,11,1987.874,39.9,17.1
1987,12,1987.958,27.1,9.8
1988,1,1988.042,59,18.8
1988,2,1988.124,40,18.2
1988,3,1988.206,76.2,23.4
1988,4,1988.29,88,37.7
1988,5,1988.373,60.1,22.1
1988,6,1988.456,101.8,30
1988,7,1988.54,113.8,22.9
1988,8,1988.624,111.6,45.6
1988,9,1988.708,120.1,34.1
1988,10,1988.791,125.1,14
1988,11,1988.874,125.1,31.1
1988,12,1988.958,179.2,40.8
1989,1,1989.042,161.3,25.3
1989,2,1989.123,165.1,28.9
1989,3,1989.204,131.4,31.5
1989,4,1989.288,130.6,25
1989,5,1989.371,138.5,32.8
1989,6,1989.455,196.2,40
1989,7,1989.538,126.9,28.5
1989,8,1989.623,168.9,53.6
1989,9,1989.707,176.7,66
1989,10,1989.79,159.4,29.3
1989,11,1989.874,173,33.8
1989,12,1989.958,165.5,47.9
1990,1,1990.042,177.3,27.9
1990,2,1990.123,130.5,62.5
1990,3,1990.204,140.3,47.8
1990,4,1990.288,140.3,42.2
1990,5,1990.371,132.2,37.2
1990,6,1990.455,105.4,39.6
1990,7,1990.538,149.4,59.6
1990,8,1990.623,200.3,57
1990,9,1990.707,125.2,21.8
1990,10,1990.79,145.5,38.1
1990,11,1990.874,131.4,35.6
1990,12,1990.958,129.7,32.6
1991,1,1991.042,136.9,47.9
1991,2,1991.123,167.5,32.8
1991,3,1991.204,141.9,36.1
1991,4,1991.288,140,52.5
1991,5,1991.371,121.3,20
1991,6,1991.455,169.7,34.1
1991,7,1991.538,173.7,42
1991,8,1991.623,176.3,70
1991,9,1991.707,125.3,20.4
1991,10,1991.79,144.1,42.8
1991,11,1991.874,108.2,29.1
1991,12,1991.958,144.4,31.4
1992,1,1992.042,150,42.6
1992,2,1992.124,161.1,36.3
1992,3,1992.206,106.7,21.3
1992,4,1992.29,99.8,39.7
1992,5,1992.373,73.8,22.4
1992,6,1992.456,65.2,14.7
1992,7,1992.54,85.7,36.7
1992,8,1992.624,64.5,26.4
1992,9,1992.708,63.9,13.7
1992,10,1992.791,88.7,27.8
1992,11,1992.874,91.8,16.8
1992,12,1992.958,82.6,30.1
1993,1,1993.042,59.3,22.3
1993,2,1993.123,91,24.7
1993,3,1993.204,69.8,16.6
1993,4,1993.288,62.2,26.5
1993,5,1993.371,61.3,31.5
1993,6,1993.455,49.8,30.1
1993,7,1993.538,57.9,13.7
1993,8,1993.623,42.2,12.9
1993,9,1993.707,22.4,13.4
1993,10,1993.79,56.4,20.4
1993,11,1993.874,35.6,15
1993,12,1993.958,48.9,22.2
1994,1,1994.042,57.8,24.7
1994,2,1994.123,35.5,7.4
1994,3,1994.204,31.7,15.5
1994,4,1994.288,16.1,12.1
1994,5,1994.371,17.8,12.1
1994,6,1994.455,28,20.1
1994,7,1994.538,35.1,18.9
1994,8,1994.623,22.5,12.4
1994,9,1994.707,25.7,19.2
1994,10,1994.79,43.8,13.6
1994,11,1994.874,18,10.8
1994,12,1994.958,26.7,13.9
1995,1,1995.042,24.2,16.6
1995,2,1995.123,29.9,11.1
1995,3,1995.204,31.1,17.4
1995,4,1995.288,14,16.2
1995,5,1995.371,14.5,13.4
1995,6,1995.455,15.6,8.4
1995,7,1995.538,14.5,9.4
1995,8,1995.623,14.3,10
1995,9,1995.707,11.8,9.9
1995,10,1995.79,21.1,17.7
1995,11,1995.874,9,7.6
1995,12,1995.958,10,6.1
1996,1,1996.042,11.5,14.4
1996,2,1996.124,4.4,5
1996,3,1996.206,9.2,7.3
1996,4,1996.29,4.8,6
1996,5,1996.373,5.5,6.4
1996,6,1996.456,11.8,7.3
1996,7,1996.54,8.2,9.1
1996,8,1996.624,14.4,4.5
1996,9,1996.708,1.6,3.8
1996,10,1996.791,0.9,3.8
1996,11,1996.874,17.9,18.5
1996,12,1996.958,13.3,11.4
1997,1,1997.042,5.7,5.3
1997,2,1997.123,7.6,9.5
1997,3,1997.204,8.7,7.8
1997,4,1997.288,15.5,9.5
1997,5,1997.371,18.5,13.4
1997,6,1997.455,12.7,5.2
1997,7,1997.538,10.4,11.3
1997,8,1997.623,24.4,15.6
1997,9,1997.707,51.3,24.5
1997,10,1997.79,22.8,9.4
1997,11,1997.874,39,10.8
1997,12,1997.958,41.2,13.3
1998,1,1998.042,31.9,21
1998,2,1998.123,40.3,15.9
1998,3,1998.204,54.8,13.7
1998,4,1998.288,53.4,29.9
1998,5,1998.371,56.3,19.1
1998,6,1998.455,70.6,18.1
1998,7,1998.538,66.2,20.6
1998,8,1998.623,91.7,16.7
1998,9,1998.707,92.9,24.8
1998,10,1998.79,55.6,24.8
1998,11,1998.874,73.6,25
1998,12,1998.958,81.6,24.5
1999,1,1999.042,62,29.7
1999,2,1999.123,66.3,41.7
1999,3,1999.204,68.8,24.9
1999,4,1999.288,63.7,17.8
1999,5,1999.371,106.4,20
1999,6,1999.455,137.6,33.1
1999,7,1999.538,113.5,26
1999,8,1999.623,93.8,42.7
1999,9,1999.707,71.4,24
1999,10,1999.79,116.7,28.1
1999,11,1999.874,133.2,36.6
1999,12,1999.958,84.6,19.3
2000,1,2000.042,90.1,35
2000,2,2000.124,112.9,23
2000,3,2000.206,138.5,25.7
2000,4,2000.29,125.5,29.5
2000,5,2000.373,121.6,43.3
2000,6,2000.456,124.9,25
2000,7,2000.54,169.1,43.1
2000,8,2000.624,130.5,36.8
2000,9,2000.708,109.9,39.5
2000,10,2000.791,99.4,25.4
2000,11,2000.874,106.8,23.3
2000,12,2000.958,104.3,28.4
2001,1,2001.042,95.6,19
2001,2,2001.123,80.6,19.8
2001,3,2001.204,113.5,63.2
2001,4,2001.288,107.7,33.6
2001,5,2001.371,96.6,21.2
2001,6,2001.455,134,36.7
2001,7,2001.538,81.8,24.9
2001,8,2001.623,106.4,14.6
2001,9,2001.707,150.7,27.7
2001,10,2001.79,125.7,23.2
2001,11,2001.874,106.5,24
2001,12,2001.958,132.2,19
2002,1,2002.042,114.1,16.9
2002,2,2002.123,107.3,21.6
2002,3,2002.204,98.3,13.5
2002,4,2002.288,120.7,24.3
2002,5,2002.371,120.8,25
2002,6,2002.455,84.3,29.3
2002,7,2002.538,99.6,41.8
2002,8,2002.623,116.4,36.3
2002,9,2002.707,109.5,19.2
2002,10,2002.79,97.5,22.1
2002,11,2002.874,95,26.1
2002,12,2002.958,81.6,35.8
2003,1,2003.042,79.5,21.7
2003,2,2003.123,46.2,21.6
2003,3,2003.204,61.5,24.7
2003,4,2003.288,60,29.1
2003,5,2003.371,55.2,21.3
2003,6,2003.455,77.4,22.7
2003,7,2003.538,85,32.3
2003,8,2003.623,115.4,7.3
2003,9,2003.707,78.5,5.8
2003,10,2003.79,97.8,8.8
2003,11,2003.874,82.9,6.3
2003,12,2003.958,72.2,5.3
2004,1,2004.042,60.6,5.2
2004,2,2004.124,74.6,6
2004,3,2004.206,74.8,5.1
2004,4,2004.29,59.2,5.1
2004,5,2004.373,72.8,5.7
2004,6,2004.456,66.5,6.8
2004,7,2004.54,83.8,8.8
2004,8,2004.624,69.7,5.5
2004,9,2004.708,48.8,5.3
2004,10,2004.791,74.2,5.5
2004,11,2004.874,70.1,5.4
2004,12,2004.958,28.9,3.4
2005,1,2005.042,48.1,4.6
2005,2,2005.123,43.5,4.3
2005,3,2005.204,39.6,3.8
2005,4,2005.288,38.7,3.8
2005,5,2005.371,61.9,5.7
2005,6,2005.455,56.8,5.3
2005,7,2005.538,62.4,6.1
2005,8,2005.623,60.5,5.3
2005,9,2005.707,37.2,4.5
2005,10,2005.79,13.2,3.4
2005,11,2005.874,27.5,4.1
2005,12,2005.958,59.3,3.9
2006,1,2006.042,20.9,3.4
2006,2,2006.123,5.7,3.7
2006,3,2006.204,17.3,4.2
2006,4,2006.288,50.3,5.1
2006,5,2006.371,37.2,3.9
2006,6,2006.455,24.5,3.3
2006,7,2006.538,22.2,2.4
2006,8,2006.623,20.8,2.5
2006,9,2006.707,23.7,3
2006,10,2006.79,14.9,2.4
2006,11,2006.874,35.7,3.5
2006,12,2006.958,22.3,3.5
2007,1,2007.042,29.3,2.8
2007,2,2007.123,18.4,2.7
2007,3,2007.204,7.2,2.8
2007,4,2007.288,5.4,2.4
2007,5,2007.371,19.5,3.3
2007,6,2007.455,21.3,3.4
2007,7,2007.538,15.1,1.9
2007,8,2007.623,9.8,2.2
2007,9,2007.707,4,2.1
2007,10,2007.79,1.5,2.4
2007,11,2007.874,2.8,2.5
2007,12,2007.958,17.3,3.1
2008,1,2008.042,4.1,2.8
2008,2,2008.124,2.9,2.4
2008,3,2008.206,15.5,2.7
2008,4,2008.29,3.6,2.3
2008,5,2008.373,4.6,3.2
2008,6,2008.456,5.2,2.3
2008,7,2008.54,0.6,2
2008,8,2008.624,0.3,2
2008,9,2008.708,1.2,2.4
2008,10,2008.791,4.2,2.9
2008,11,2008.874,6.6,2.4
2008,12,2008.958,1,2
2009,1,2009.042,1.3,2
2009,2,2009.123,1.2,2.2
2009,3,2009.204,0.6,2
2009,4,2009.288,1.2,2.2
2009,5,2009.371,2.9,2.4
2009,6,2009.455,6.3,2.7
2009,7,2009.538,5.5,2.6
2009,8,2009.623,0,2
2009,9,2009.707,7.1,2.2
2009,10,2009.79,7.7,2.7
2009,11,2009.874,6.9,3.2
2009,12,2009.958,16.3,3.5
2010,1,2010.042,19.5,2.5
2010,2,2010.123,28.5,2.7
2010,3,2010.204,24,3.6
2010,4,2010.288,10.4,3.3
2010,5,2010.371,13.9,3.4
2010,6,2010.455,18.8,3
2010,7,2010.538,25.2,3.4
2010,8,2010.623,29.6,3.4
2010,9,2010.707,36.4,4
2010,10,2010.79,33.6,3.9
2010,11,2010.874,34.4,3.7
2010,12,2010.958,24.5,3.6
2011,1,2011.042,27.3,3.1
2011,2,2011.123,48.3,5.1
2011,3,2011.204,78.6,6.9
2011,4,2011.288,76.1,6.2
2011,5,2011.371,58.2,5
2011,6,2011.455,56.1,5
2011,7,2011.538,64.5,4.8
2011,8,2011.623,65.8,5.6
2011,9,2011.707,120.1,8.8
2011,10,2011.79,125.7,9
2011,11,2011.874,139.1,9.9
2011,12,2011.958,109.3,8.4
2012,1,2012.042,94.4,7.1
2012,2,2012.124,47.8,4.4
2012,3,2012.206,86.6,7.3
2012,4,2012.29,85.9,6.9
2012,5,2012.373,96.5,7.2
2012,6,2012.456,92,6.5
2012,7,2012.54,100.1,7.3
2012,8,2012.624,94.8,6.5
2012,9,2012.708,93.7,8.1
2012,10,2012.791,76.5,5.1
2012,11,2012.874,87.6,6.5
2012,12,2012.958,56.8,5.1
2013,1,2013.042,96.1,6.3
2013,2,2013.123,60.9,4.4
2013,3,2013.204,78.3,6.1
2013,4,2013.288,107.3,6.8
2013,5,2013.371,120.2,8.2
2013,6,2013.455,76.7,5.2
2013,7,2013.538,86.2,6.7
2013,8,2013.623,91.8,6.6
2013,9,2013.707,54.5,5.3
2013,10,2013.79,114.4,8.2
2013,11,2013.874,113.9,8.2
2013,12,2013.958,124.2,9.1
2014,1,2014.042,117,8.2
2014,2,2014.123,146.1,10.7
2014,3,2014.204,128.7,8.6
2014,4,2014.288,112.5,6.9
2014,5,2014.371,112.5,7.5
2014,6,2014.455,102.9,7.7
2014,7,2014.538,100.2,7.4
2014,8,2014.623,106.9,7.6
2014,9,2014.707,130,8.7
2014,10,2014.79,90,6.9
2014,11,2014.874,103.6,8.5
2014,12,2014.958,112.9,7.4
2015,1,2015.042,93,7.5
2015,2,2015.123,66.7,5.3
2015,3,2015.204,54.5,4.8
2015,4,2015.288,75.3,8.2
2015,5,2015.371,88.8,8.6
2015,6,2015.455,66.5,6.3
2015,7,2015.538,65.8,5.7
2015,8,2015.623,64.4,5.2
2015,9,2015.707,78.6,6.4
2015,10,2015.79,63.6,5.4
2015,11,2015.874,62.2,5.2
2015,12,2015.958,58,5.4
2016,1,2016.042,57,4.7
2016,2,2016.124,56.4,5.1
2016,3,2016.206,54.1,4.9
2016,4,2016.29,38,3.4
2016,5,2016.373,52.1,4.7
