INCITScode,state,county_or_unit,population
46053,South Dakota,Gregory County,4242
46055,South Dakota,Haakon County,1894
46057,South Dakota,Hamlin County,5961
46059,South Dakota,Hand County,3391
46061,South Dakota,Hanson County,3405
46063,South Dakota,Harding County,1262
46065,South Dakota,Hughes County,17508
46067,South Dakota,Hutchinson County,7145
46069,South Dakota,Hyde County,1391
46071,South Dakota,Jackson County,3216
46073,South Dakota,Jerauld County,2066
46075,South Dakota,Jones County,1001
46077,South Dakota,Kingsbury County,5065
46079,South Dakota,Lake County,12055
46081,South Dakota,Lawrence County,24910
46083,South Dakota,Lincoln County,49858
46085,South Dakota,Lyman County,3892
46087,South Dakota,McCook County,5654
46089,South Dakota,McPherson County,2457
46091,South Dakota,Marshall County,4763
46093,South Dakota,Meade County,27202
46095,South Dakota,Mellette County,2081
46097,South Dakota,Miner County,2333
46099,South Dakota,Minnehaha County,179640
46101,South Dakota,Moody County,6404
46103,South Dakota,Oglala Lakota County,105761
46105,South Dakota,Pennington County,3037
46107,South Dakota,Perkins County,2394
46109,South Dakota,Potter County,10251
46111,South Dakota,Roberts County,2324
46113,South Dakota,Sanborn County,14118
46115,South Dakota,Spink County,6610
46117,South Dakota,Stanley County,2981
46119,South Dakota,Sully County,1437
46121,South Dakota,Todd County,9982
46123,South Dakota,Tripp County,5498
46125,South Dakota,Turner County,8361
46127,South Dakota,Union County,14829
46129,South Dakota,Walworth County,5524
46135,South Dakota,Yankton County,22696
46137,South Dakota,Ziebach County,2834
47001,Tennessee,Anderson County,75542
47003,Tennessee,Bedford County,45901
47005,Tennessee,Benton County,16290
47007,Tennessee,Bledsoe County,12841
47009,Tennessee,Blount County,125099
47011,Tennessee,Bradley County,101848
47013,Tennessee,Campbell County,40238
47015,Tennessee,Cannon County,13775
47017,Tennessee,Carroll County,28513
47019,Tennessee,Carter County,57338
47021,Tennessee,Cheatham County,39492
47023,Tennessee,Chester County,17321
47025,Tennessee,Claiborne County,31560
47027,Tennessee,Clay County,7774
47029,Tennessee,Cocke County,35479
47031,Tennessee,Coffee County,53357
47033,Tennessee,Crockett County,14591
47035,Tennessee,Cumberland County,57466
47037,Tennessee,Davidson County,658602
47039,Tennessee,Decatur County,11661
47041,Tennessee,DeKalb County,19164
47043,Tennessee,Dickson County,50266
47045,Tennessee,Dyer County,38213
47047,Tennessee,Fayette County,38690
47049,Tennessee,Fentress County,17909
47051,Tennessee,Franklin County,41129
47053,Tennessee,Gibson County,49457
47055,Tennessee,Giles County,28746
47057,Tennessee,Grainger County,22702
47059,Tennessee,Greene County,68267
47061,Tennessee,Grundy County,13498
47063,Tennessee,Hamblen County,63074
47065,Tennessee,Hamilton County,348673
47067,Tennessee,Hancock County,6679
47069,Tennessee,Hardeman County,26306
47071,Tennessee,Hardin County,26034
47073,Tennessee,Hawkins County,56800
47075,Tennessee,Haywood County,18224
47077,Tennessee,Henderson County,28048
47079,Tennessee,Henry County,32210
47081,Tennessee,Hickman County,24267
47083,Tennessee,Houston County,8292
47085,Tennessee,Humphreys County,18243
47087,Tennessee,Jackson County,11517
47089,Tennessee,Jefferson County,52123
47091,Tennessee,Johnson County,17977
47093,Tennessee,Knox County,444622
47095,Tennessee,Lake County,7731
47097,Tennessee,Lauderdale County,27795
47099,Tennessee,Lawrence County,41990
47101,Tennessee,Lewis County,11961
47103,Tennessee,Lincoln County,33633
47105,Tennessee,Loudon County,50448
47107,Tennessee,McMinn County,52341
47109,Tennessee,McNairy County,26140
47111,Tennessee,Macon County,22701
47113,Tennessee,Madison County,98733
47115,Tennessee,Marion County,28374
47117,Tennessee,Marshall County,31130
47119,Tennessee,Maury County,83761
47121,Tennessee,Meigs County,11649
47123,Tennessee,Monroe County,45265
47125,Tennessee,Montgomery County,184119
47127,Tennessee,Moore County,6301
47129,Tennessee,Morgan County,21915
47131,Tennessee,Obion County,31131
47133,Tennessee,Overton County,22075
47135,Tennessee,Perry County,7869
47137,Tennessee,Pickett County,5090
47139,Tennessee,Polk County,16690
47141,Tennessee,Putnam County,73525
47143,Tennessee,Rhea County,32513
47145,Tennessee,Roane County,53047
47147,Tennessee,Robertson County,67383
47149,Tennessee,Rutherford County,281029
47151,Tennessee,Scott County,22015
47153,Tennessee,Sequatchie County,14681
47155,Tennessee,Sevier County,93570
47157,Tennessee,Shelby County,939465
47159,Tennessee,Smith County,19074
47161,Tennessee,Stewart County,13362
47163,Tennessee,Sullivan County,156595
47165,Tennessee,Sumner County,168888
47167,Tennessee,Tipton County,61586
47169,Tennessee,Trousdale County,7828
47171,Tennessee,Unicoi County,18082
47173,Tennessee,Union County,19102
47175,Tennessee,Van Buren County,5583
47177,Tennessee,Warren County,39965
47179,Tennessee,Washington County,125546
47181,Tennessee,Wayne County,16939
47183,Tennessee,Weakley County,34450
47185,Tennessee,White County,26244
47187,Tennessee,Williamson County,198901
47189,Tennessee,Wilson County,121945
48001,Texas,Anderson County,57938
48003,Texas,Andrews County,16799
48005,Texas,Angelina County,87441
48007,Texas,Aransas County,24356
48009,Texas,Archer County,8681
48011,Texas,Armstrong County,1949
48013,Texas,Atascosa County,47093
48015,Texas,Austin County,28847
48017,Texas,Bailey County,7114
48019,Texas,Bandera County,20601
48021,Texas,Bastrop County,75825
48023,Texas,Baylor County,3614
48025,Texas,Bee County,32799
48027,Texas,Bell County,326843
48029,Texas,Bexar County,1817610
48031,Texas,Blanco County,10723
48033,Texas,Borden County,637
48035,Texas,Bosque County,17855
48037,Texas,Bowie County,93487
48039,Texas,Brazoria County,330242
48041,Texas,Brazos County,203164
48043,Texas,Brewster County,9286
48045,Texas,Briscoe County,1537
48047,Texas,Brooks County,7237
48049,Texas,Brown County,37749
48051,Texas,Burleson County,17169
48053,Texas,Burnet County,43823
48055,Texas,Caldwell County,39232
48057,Texas,Calhoun County,21806
48059,Texas,Callahan County,13525
48061,Texas,Cameron County,417276
48063,Texas,Camp County,12413
48065,Texas,Carson County,6010
48067,Texas,Cass County,30331
48069,Texas,Castro County,8030
48071,Texas,Chambers County,36812
48073,Texas,Cherokee County,50878
48075,Texas,Childress County,7095
48077,Texas,Clay County,10473
48079,Texas,Cochran County,3016
48081,Texas,Coke County,3210
48083,Texas,Coleman County,8543
48085,Texas,Collin County,854778
48087,Texas,Collingsworth County,3099
48089,Texas,Colorado County,20752
48091,Texas,Comal County,118480
48093,Texas,Comanche County,13623
48095,Texas,Concho County,4043
48097,Texas,Cooke County,38467
48099,Texas,Coryell County,76192
48101,Texas,Cottle County,1452
48103,Texas,Crane County,4773
48105,Texas,Crockett County,3807
48107,Texas,Crosby County,5991
48109,Texas,Culberson County,2277
48111,Texas,Dallam County,7057
48113,Texas,Dallas County,2480331
48115,Texas,Dawson County,13810
48117,Texas,Deaf Smith County,19177
48119,Texas,Delta County,5238
48121,Texas,Denton County,728799
48123,Texas,DeWitt County,20503
48125,Texas,Dickens County,2291
48127,Texas,Dimmit County,10897
48129,Texas,Donley County,3522
48131,Texas,Duval County,11640
48133,Texas,Eastland County,18245
48135,Texas,Ector County,149378
48137,Texas,Edwards County,1884
48139,Texas,Ellis County,155976
48141,Texas,El Paso County,827718
48143,Texas,Erath County,39658
48145,Texas,Falls County,17493
48147,Texas,Fannin County,33659
48149,Texas,Fayette County,24821
48151,Texas,Fisher County,3856
48153,Texas,Floyd County,6230
48155,Texas,Foard County,1277
48157,Texas,Fort Bend County,652365
48159,Texas,Franklin County,10660
48161,Texas,Freestone County,19646
48163,Texas,Frio County,18065
48165,Texas,Gaines County,18921
48167,Texas,Galveston County,306782
48169,Texas,Garza County,6317
48171,Texas,Gillespie County,25357
48173,Texas,Glasscock County,1251
48175,Texas,Goliad County,7465
48177,Texas,Gonzales County,20312
48179,Texas,Gray County,23043
48181,Texas,Grayson County,122353
48183,Texas,Gregg County,123024
48185,Texas,Grimes County,26859
48187,Texas,Guadalupe County,143183
48189,Texas,Hale County,35764
48191,Texas,Hall County,3239
48193,Texas,Hamilton County,8310
48195,Texas,Hansford County,5555
48197,Texas,Hardeman County,4016
48199,Texas,Hardin County,55417
48201,Texas,Harris County,4336853
48203,Texas,Harrison County,66886
48205,Texas,Hartley County,6100
48207,Texas,Haskell County,5875
48209,Texas,Hays County,176026
48211,Texas,Hemphill County,4158
48213,Texas,Henderson County,78675
48215,Texas,Hidalgo County,815996
48217,Texas,Hill County,34823
48219,Texas,Hockley County,23530
48221,Texas,Hood County,52905
48223,Texas,Hopkins County,35565
48225,Texas,Houston County,22911
48227,Texas,Howard County,36147
48229,Texas,Hudspeth County,3318
48231,Texas,Hunt County,87048
48233,Texas,Hutchinson County,21819
48235,Texas,Irion County,1612
48237,Texas,Jack County,8957
48239,Texas,Jackson County,14591
48241,Texas,Jasper County,35649
48243,Texas,Jeff Davis County,2253
48245,Texas,Jefferson County,252358
48247,Texas,Jim Hogg County,5245
48249,Texas,Jim Wells County,41680
48251,Texas,Johnson County,154707
48253,Texas,Jones County,19859
48255,Texas,Karnes County,15081
48257,Texas,Kaufman County,108568
48259,Texas,Kendall County,37766
48261,Texas,Kenedy County,412
48263,Texas,Kent County,807
48265,Texas,Kerr County,49953
48267,Texas,Kimble County,4481
48269,Texas,King County,285
48271,Texas,Kinney County,3586
48273,Texas,Kleberg County,32101
48275,Texas,Knox County,3767
48277,Texas,Lamar County,49426
48279,Texas,Lamb County,13775
48281,Texas,Lampasas County,20222
48283,Texas,La Salle County,7369
48285,Texas,Lavaca County,19581
48287,Texas,Lee County,16628
48289,Texas,Leon County,16742
48291,Texas,Liberty County,76907
48293,Texas,Limestone County,23326
48295,Texas,Lipscomb County,3485
48297,Texas,Live Oak County,11867
48299,Texas,Llano County,19444
48301,Texas,Loving County,95
48303,Texas,Lubbock County,289324
48305,Texas,Lynn County,5723
48307,Texas,McCulloch County,8330
48309,Texas,McLennan County,241481
48311,Texas,McMullen County,764
48313,Texas,Madison County,13781
48315,Texas,Marion County,10235
48317,Texas,Martin County,5312
48319,Texas,Mason County,4128
48321,Texas,Matagorda County,36592
48323,Texas,Maverick County,55932
48325,Texas,Medina County,47399
48327,Texas,Menard County,2148
48329,Texas,Midland County,151468
48331,Texas,Milam County,24167
48333,Texas,Mills County,4907
48335,Texas,Mitchell County,9402
48337,Texas,Montague County,19503
48339,Texas,Montgomery County,499137
48341,Texas,Moore County,22141
48343,Texas,Morris County,12834
48345,Texas,Motley County,1196
48347,Texas,Nacogdoches County,65330
48349,Texas,Navarro County,48038
48351,Texas,Newton County,14140
48353,Texas,Nolan County,15037
48355,Texas,Nueces County,352107
48357,Texas,Ochiltree County,10806
48359,Texas,Oldham County,2102
48361,Texas,Orange County,82957
48363,Texas,Palo Pinto County,27889
48365,Texas,Panola County,23870
48367,Texas,Parker County,121418
48369,Texas,Parmer County,9965
48371,Texas,Pecos County,15697
48373,Texas,Polk County,45790
48375,Texas,Potter County,121661
48377,Texas,Presidio County,7201
48379,Texas,Rains County,11065
48381,Texas,Randall County,126474
48383,Texas,Reagan County,3601
48385,Texas,Real County,3350
48387,Texas,Red River County,12470
48389,Texas,Reeves County,13965
48391,Texas,Refugio County,7305
48393,Texas,Roberts County,831
48395,Texas,Robertson County,16486
48397,Texas,Rockwall County,85245
48399,Texas,Runnels County,10309
48401,Texas,Rusk County,53622
48403,Texas,Sabine County,10361
48405,Texas,San Augustine County,8769
48407,Texas,San Jacinto County,26856
48409,Texas,San Patricio County,66137
48411,Texas,San Saba County,6012
48413,Texas,Schleicher County,3206
48415,Texas,Scurry County,17302
48417,Texas,Shackelford County,3375
48419,Texas,Shelby County,25792
48421,Texas,Sherman County,3093
48423,Texas,Smith County,216080
48425,Texas,Somervell County,8658
48427,Texas,Starr County,61963
48429,Texas,Stephens County,9247
48431,Texas,Sterling County,1219
48433,Texas,Stonewall County,1432
48435,Texas,Sutton County,4006
48437,Texas,Swisher County,7763
48439,Texas,Tarrant County,1911541
48441,Texas,Taylor County,134117
48443,Texas,Terrell County,903
48445,Texas,Terry County,12743
48447,Texas,Throckmorton County,1600
48449,Texas,Titus County,32581
48451,Texas,Tom Green County,114954
48453,Texas,Travis County,1120954
48455,Texas,Trinity County,14393
48457,Texas,Tyler County,21464
48459,Texas,Upshur County,39884
48461,Texas,Upton County,3372
48463,Texas,Uvalde County,26926
48465,Texas,Val Verde County,48623
48467,Texas,Van Zandt County,52481
48469,Texas,Victoria County,90028
48471,Texas,Walker County,68817
48473,Texas,Waller County,45213
48475,Texas,Ward County,11244
48477,Texas,Washington County,34147
48479,Texas,Webb County,262495
48481,Texas,Wharton County,41216
48483,Texas,Wheeler County,5751
48485,Texas,Wichita County,132047
48487,Texas,Wilbarger County,13131
48489,Texas,Willacy County,21921
48491,Texas,Williamson County,471014
48493,Texas,Wilson County,45418
48495,Texas,Winkler County,7606
48497,Texas,Wise County,60939
48499,Texas,Wood County,42306
48501,Texas,Yoakum County,8184
48503,Texas,Young County,18341
48505,Texas,Zapata County,14390
48507,Texas,Zavala County,12156
49001,Utah,Beaver County,6459
49003,Utah,Box Elder County,50794
49005,Utah,Cache County,116909
49007,Utah,Carbon County,20988
49009,Utah,Daggett County,1127
49011,Utah,Davis County,322094
49013,Utah,Duchesne County,20308
49015,Utah,Emery County,10749
49017,Utah,Garfield County,5083
49019,Utah,Grand County,9360
49021,Utah,Iron County,46780
49023,Utah,Juab County,10348
49025,Utah,Kane County,7260
49027,Utah,Millard County,12662
49029,Utah,Morgan County,10173
49031,Utah,Piute County,1510
49033,Utah,Rich County,2288
49035,Utah,Salt Lake County,1079721
49037,Utah,San Juan County,14973
49039,Utah,Sanpete County,28237
49041,Utah,Sevier County,20852
49043,Utah,Summit County,38486
49045,Utah,Tooele County,60762
49047,Utah,Uintah County,35555
49049,Utah,Utah County,551891
49051,Utah,Wasatch County,26437
49053,Utah,Washington County,147800
49055,Utah,Wayne County,2747
49057,Utah,Weber County,238519
50001,Vermont,Addison County,36791
50003,Vermont,Bennington County,36659
50005,Vermont,Caledonia County,31157
50007,Vermont,Chittenden County,159515
50009,Vermont,Essex County,6211
50011,Vermont,Franklin County,48294
50013,Vermont,Grand Isle County,6987
50015,Vermont,Lamoille County,25067
50017,Vermont,Orange County,28915
50019,Vermont,Orleans County,27169
50021,Vermont,Rutland County,60622
50023,Vermont,Washington County,59319
50025,Vermont,Windham County,43857
50027,Vermont,Windsor County,56067
51001,Virginia,Accomack County,33148
51003,Virginia,Albemarle County,103000
51005,Virginia,Alleghany County,16161
51007,Virginia,Amelia County,12745
51009,Virginia,Amherst County,32178
51011,Virginia,Appomattox County,15255
51013,Virginia,Arlington County,224906
51015,Virginia,Augusta County,73912
51017,Virginia,Bath County,4616
51019,Virginia,Bedford County,75773
51021,Virginia,Bland County,6735
51023,Virginia,Botetourt County,33002
51025,Virginia,Brunswick County,16973
51027,Virginia,Buchanan County,23597
51029,Virginia,Buckingham County,17136
51031,Virginia,Campbell County,55235
51033,Virginia,Caroline County,29298
51035,Virginia,Carroll County,29883
51036,Virginia,Charles City County,7130
51037,Virginia,Charlotte County,12305
51041,Virginia,Chesterfield County,327745
51043,Virginia,Clarke County,14348
51045,Virginia,Craig County,5210
51047,Virginia,Culpeper County,48506
51049,Virginia,Cumberland County,9841
51051,Virginia,Dickenson County,15486
51053,Virginia,Dinwiddie County,27904
51057,Virginia,Essex County,11229
51059,Virginia,Fairfax County,1130924
51061,Virginia,Fauquier County,67207
51063,Virginia,Floyd County,15528
51065,Virginia,Fluvanna County,25977
51067,Virginia,Franklin County,56335
51069,Virginia,Frederick County,81319
51071,Virginia,Giles County,16925
51073,Virginia,Gloucester County,36834
51075,Virginia,Goochland County,21626
51077,Virginia,Grayson County,15161
51079,Virginia,Greene County,18804
51081,Virginia,Greensville County,11886
51083,Virginia,Halifax County,35401
51085,Virginia,Hanover County,101330
51087,Virginia,Henrico County,318611
51089,Virginia,Henry County,52617
51091,Virginia,Highland County,2215
51093,Virginia,Isle of Wight County,35656
51095,Virginia,James City County,70516
51097,Virginia,King and Queen County,7130
51099,Virginia,King George County,24926
51101,Virginia,King William County,16097
51103,Virginia,Lancaster County,11148
51105,Virginia,Lee County,25185
51107,Virginia,Loudoun County,349679
51109,Virginia,Louisa County,33945
51111,Virginia,Lunenburg County,12527
51113,Virginia,Madison County,13200
51115,Virginia,Mathews County,8897
51117,Virginia,Mecklenburg County,31426
51119,Virginia,Middlesex County,10762
51121,Virginia,Montgomery County,96207
51125,Virginia,Nelson County,14789
51127,Virginia,New Kent County,19507
51131,Virginia,Northampton County,12125
51133,Virginia,Northumberland County,12200
51135,Virginia,Nottoway County,15773
51137,Virginia,Orange County,34689
51139,Virginia,Page County,23821
51141,Virginia,Patrick County,18368
51143,Virginia,Pittsylvania County,62426
51145,Virginia,Powhatan County,28259
51147,Virginia,Prince Edward County,22802
51149,Virginia,Prince George County,37253
51153,Virginia,Prince William County,438580
51155,Virginia,Pulaski County,34507
51157,Virginia,Rappahannock County,7478
51159,Virginia,Richmond County,8953
51161,Virginia,Roanoke County,93524
51163,Virginia,Rockbridge County,22307
51165,Virginia,Rockingham County,77741
51167,Virginia,Russell County,28264
51169,Virginia,Scott County,22640
51171,Virginia,Shenandoah County,42684
51173,Virginia,Smyth County,31652
51175,Virginia,Southampton County,18128
51177,Virginia,Spotsylvania County,127348
51179,Virginia,Stafford County,136788
51181,Virginia,Surry County,6765
51183,Virginia,Sussex County,11810
51185,Virginia,Tazewell County,44103
51187,Virginia,Warren County,38699
51191,Virginia,Washington County,54907
51193,Virginia,Westmoreland County,17612
51195,Virginia,Wise County,40589
51197,Virginia,Wythe County,29344
51199,Virginia,York County,66269
51510,Virginia,"Alexandria, City of",148892
51520,Virginia,"Bristol, City of",17341
51530,Virginia,"Buena Vista, City of",6680
51540,Virginia,"Charlottesville, City of",44349
51550,Virginia,"Chesapeake, City of",230571
51570,Virginia,"Colonial Heights, City of",17634
51580,Virginia,"Covington, City of",5818
51590,Virginia,"Danville, City of",42907
51595,Virginia,"Emporia, City of",5588
51600,Virginia,"Fairfax, City of",23973
51610,Virginia,"Falls Church, City of",13508
51620,Virginia,"Franklin, City of",8638
51630,Virginia,"Fredericksburg, City of",28132
51640,Virginia,"Galax, City of",7035
51650,Virginia,"Hampton, City of",136699
51660,Virginia,"Harrisonburg, City of",51395
51670,Virginia,"Hopewell, City of",22163
51678,Virginia,"Lexington, City of",7170
51680,Virginia,"Lynchburg, City of",78014
51683,Virginia,"Manassas, City of",41705
51685,Virginia,"Manassas Park, City of",16149
51690,Virginia,"Martinsville, City of",13755
51700,Virginia,"Newport News, City of",182020
51710,Virginia,"Norfolk, City of",246139
51720,Virginia,"Norton, City of",4017
51730,Virginia,"Petersburg, City of",32538
51735,Virginia,"Poquoson, City of",12104
51740,Virginia,"Portsmouth, City of",96205
51750,Virginia,"Radford, City of",17184
51760,Virginia,"Richmond, City of",214114
51770,Virginia,"Roanoke, City of",98465
51775,Virginia,"Salem, City of",25299
51790,Virginia,"Staunton, City of",24350
51800,Virginia,"Suffolk, City of",85728
51810,Virginia,"Virginia Beach, City of",448479
51820,Virginia,"Waynesboro, City of",21263
51830,Virginia,"Williamsburg, City of",15206
51840,Virginia,"Winchester, City of",27216
53001,Washington,Adams County,19067
53003,Washington,Asotin County,22110
53005,Washington,Benton County,184486
53007,Washington,Chelan County,73967
53009,Washington,Clallam County,72312
53011,Washington,Clark County,443817
53013,Washington,Columbia County,4032
53015,Washington,Cowlitz County,101860
53017,Washington,Douglas County,39471
53019,Washington,Ferry County,7646
53021,Washington,Franklin County,86638
53023,Washington,Garfield County,2256
53025,Washington,Grant County,91878
53027,Washington,Grays Harbor County,71078
53029,Washington,Island County,78801
53031,Washington,Jefferson County,30076
53033,Washington,King County,2044449
53035,Washington,Kitsap County,253968
53037,Washington,Kittitas County,41765
53039,Washington,Klickitat County,20866
53041,Washington,Lewis County,75081
53043,Washington,Lincoln County,10301
53045,Washington,Mason County,60497
53047,Washington,Okanogan County,41193
53049,Washington,Pacific County,20498
53051,Washington,Pend Oreille County,12896
53053,Washington,Pierce County,819743
53055,Washington,San Juan County,15875
53057,Washington,Skagit County,118837
53059,Washington,Skamania County,11274
53061,Washington,Snohomish County,745913
53063,Washington,Spokane County,479398
53065,Washington,Stevens County,43430
53067,Washington,Thurston County,262388
53069,Washington,Wahkiakum County,4042
53071,Washington,Walla Walla County,59530
53073,Washington,Whatcom County,206353
53075,Washington,Whitman County,46570
53077,Washington,Yakima County,247044
54001,West Virginia,Barbour County,16770
54003,West Virginia,Berkeley County,108706
54005,West Virginia,Boone County,24224
54007,West Virginia,Braxton County,14502
54009,West Virginia,Brooke County,23737
54011,West Virginia,Cabell County,97133
54013,West Virginia,Calhoun County,7564
54015,West Virginia,Clay County,9244
54017,West Virginia,Doddridge County,8344
54019,West Virginia,Fayette County,45599
54021,West Virginia,Gilmer County,8672
54023,West Virginia,Grant County,11759
54025,West Virginia,Greenbrier County,35644
54027,West Virginia,Hampshire County,23445
54029,West Virginia,Hancock County,30291
54031,West Virginia,Hardy County,13920
54033,West Virginia,Harrison County,68972
54035,West Virginia,Jackson County,29178
54037,West Virginia,Jefferson County,55073
54039,West Virginia,Kanawha County,191275
54041,West Virginia,Lewis County,16452
54043,West Virginia,Lincoln County,21559
54045,West Virginia,Logan County,35987
54047,West Virginia,McDowell County,20876
54049,West Virginia,Marion County,56868
54051,West Virginia,Marshall County,32459
54053,West Virginia,Mason County,27126
54055,West Virginia,Mercer County,61984
54057,West Virginia,Mineral County,27704
54059,West Virginia,Mingo County,25900
54061,West Virginia,Monongalia County,102274
54063,West Virginia,Monroe County,13483
54065,West Virginia,Morgan County,17498
54067,West Virginia,Nicholas County,25965
54069,West Virginia,Ohio County,43727
54071,West Virginia,Pendleton County,7471
54073,West Virginia,Pleasants County,7577
54075,West Virginia,Pocahontas County,8669
54077,West Virginia,Preston County,33859
54079,West Virginia,Putnam County,56650
54081,West Virginia,Raleigh County,78833
54083,West Virginia,Randolph County,29415
54085,West Virginia,Ritchie County,10073
54087,West Virginia,Roane County,14656
54089,West Virginia,Summers County,13563
54091,West Virginia,Taylor County,16973
54093,West Virginia,Tucker County,6968
54095,West Virginia,Tyler County,8995
54097,West Virginia,Upshur County,24665
54099,West Virginia,Wayne County,41437
54101,West Virginia,Webster County,8893
54103,West Virginia,Wetzel County,16204
54105,West Virginia,Wirt County,5901
54107,West Virginia,Wood County,86569
54109,West Virginia,Wyoming County,23019
55001,Wisconsin,Adams County,20480
55003,Wisconsin,Ashland County,16016
55005,Wisconsin,Barron County,45676
55007,Wisconsin,Bayfield County,15156
55009,Wisconsin,Brown County,254586
55011,Wisconsin,Buffalo County,13357
55013,Wisconsin,Burnett County,15333
55015,Wisconsin,Calumet County,49617
55017,Wisconsin,Chippewa County,63132
55019,Wisconsin,Clark County,34615
55021,Wisconsin,Columbia County,56653
55023,Wisconsin,Crawford County,16397
55025,Wisconsin,Dane County,509939
55027,Wisconsin,Dodge County,88344
55029,Wisconsin,Door County,27896
55031,Wisconsin,Douglas County,43887
55033,Wisconsin,Dunn County,44122
55035,Wisconsin,Eau Claire County,101438
55037,Wisconsin,Florence County,4520
55039,Wisconsin,Fond du Lac County,101798
55041,Wisconsin,Forest County,9126
55043,Wisconsin,Grant County,51069
55045,Wisconsin,Green County,37090
55047,Wisconsin,Green Lake County,18959
55049,Wisconsin,Iowa County,23749
55051,Wisconsin,Iron County,5886
55053,Wisconsin,Jackson County,20644
55055,Wisconsin,Jefferson County,84509
55057,Wisconsin,Juneau County,26547
55059,Wisconsin,Kenosha County,167757
55061,Wisconsin,Kewaunee County,20505
55063,Wisconsin,La Crosse County,116713
55065,Wisconsin,Lafayette County,16766
55067,Wisconsin,Langlade County,19575
55069,Wisconsin,Lincoln County,28684
55071,Wisconsin,Manitowoc County,80654
55073,Wisconsin,Marathon County,135416
55075,Wisconsin,Marinette County,41610
55077,Wisconsin,Marquette County,15176
55078,Wisconsin,Menominee County,4317
55079,Wisconsin,Milwaukee County,956023
55081,Wisconsin,Monroe County,45298
55083,Wisconsin,Oconto County,37318
55085,Wisconsin,Oneida County,35689
55087,Wisconsin,Outagamie County,180345
55089,Wisconsin,Ozaukee County,87054
55091,Wisconsin,Pepin County,7360
55093,Wisconsin,Pierce County,40976
55095,Wisconsin,Polk County,43476
55097,Wisconsin,Portage County,70380
55099,Wisconsin,Price County,13802
55101,Wisconsin,Racine County,195041
55103,Wisconsin,Richland County,17717
55105,Wisconsin,Rock County,160739
55107,Wisconsin,Rusk County,14395
55109,Wisconsin,St. Croix County,85930
55111,Wisconsin,Sauk County,63162
55113,Wisconsin,Sawyer County,16513
55115,Wisconsin,Shawano County,41643
55117,Wisconsin,Sheboygan County,114922
55119,Wisconsin,Taylor County,20610
55121,Wisconsin,Trempealeau County,29582
55123,Wisconsin,Vernon County,30329
55125,Wisconsin,Vilas County,21368
55127,Wisconsin,Walworth County,102945
55129,Wisconsin,Washburn County,15686
55131,Wisconsin,Washington County,132739
55133,Wisconsin,Waukesha County,393843
55135,Wisconsin,Waupaca County,52285
55137,Wisconsin,Waushara County,24329
55139,Wisconsin,Winnebago County,169541
55141,Wisconsin,Wood County,73959
56001,Wyoming,Albany County,37422
56003,Wyoming,Big Horn County,11994
56005,Wyoming,Campbell County,48176
56007,Wyoming,Carbon County,15748
56009,Wyoming,Converse County,14313
56011,Wyoming,Crook County,7184
56013,Wyoming,Fremont County,40998
56015,Wyoming,Goshen County,13612
56017,Wyoming,Hot Springs County,4847
56019,Wyoming,Johnson County,8628
56021,Wyoming,Laramie County,95809
56023,Wyoming,Lincoln County,18364
56025,Wyoming,Natrona County,80973
56027,Wyoming,Niobrara County,2541
56029,Wyoming,Park County,29227
56031,Wyoming,Platte County,8765
56033,Wyoming,Sheridan County,29824
56035,Wyoming,Sublette County,10041
56037,Wyoming,Sweetwater County,45237
56039,Wyoming,Teton County,22268
56041,Wyoming,Uinta County,21066
56043,Wyoming,Washakie County,8463
56045,Wyoming,Weston County,7158
